id	Area	Not_Highschool_Graduated_2017	Highschool_Graduated_2017	Some_College_Graduated_2017	College_Graduated_2017	Unemployment_rate_2017
20049	Elk County	0.101	0.389	0.353	0.158	0.037
19177	Van Buren County	0.124	0.387	0.35	0.138	0.037
12117	Seminole County	0.059	0.219	0.346	0.376	0.037
55125	Vilas County	0.074	0.31	0.346	0.271	0.037
30031	Gallatin County	0.126	0.401	0.345	0.488	0.037
49053	Washington County	0.161	0.331	0.344	0.281	0.037
40071	Kay County	0.132	0.324	0.344	0.201	0.037
29109	Lawrence County	0.172	0.37	0.343	0.159	0.037
51710	Norfolk city	0.125	0.261	0.342	0.273	0.037
48097	Cooke County	0.136	0.295	0.342	0.227	0.037
30073	Pondera County	0.098	0.344	0.337	0.221	0.037
18123	Perry County	0.15	0.393	0.332	0.143	0.037
2013	Aleutians East Borough	0.142	0.416	0.327	0.115	0.037
48419	Shelby County	0.089	0.373	0.326	0.153	0.037
27131	Rice County	0.096	0.312	0.325	0.268	0.037
48225	Houston County	0.147	0.319	0.325	0.145	0.037
18055	Greene County	0.133	0.422	0.325	0.145	0.037
51175	Southampton County	0.17	0.319	0.321	0.19	0.037
18165	Vermillion County	0.095	0.462	0.313	0.13	0.037
47019	Carter County	0.206	0.359	0.312	0.155	0.037
21057	Cumberland County	0.185	0.373	0.31	0.132	0.037
40087	McClain County	0.115	0.335	0.309	0.241	0.037
19189	Winnebago County	0.076	0.343	0.307	0.208	0.037
48439	Tarrant County	0.146	0.238	0.305	0.311	0.037
55083	Oconto County	0.095	0.432	0.305	0.168	0.037
48387	Red River County	0.167	0.391	0.305	0.138	0.037
12109	St. Johns County	0.056	0.213	0.302	0.43	0.037
39147	Seneca County	0.141	0.354	0.301	0.153	0.037
5047	Franklin County	0.075	0.366	0.299	0.113	0.037
42015	Bradford County	0.218	0.381	0.297	0.18	0.037
48401	Rusk County	0.13	0.425	0.297	0.155	0.037
1051	Elmore County	0.136	0.341	0.295	0.228	0.037
51165	Rockingham County	0.05	0.254	0.291	0.248	0.037
39000	Ohio	0.102	0.336	0.29	0.272	0.037
48081	Coke County	0.151	0.354	0.29	0.206	0.037
23017	Oxford County	0.089	0.434	0.29	0.188	0.037
46067	Hutchinson County	0.129	0.345	0.289	0.237	0.037
48271	Kinney County	0.257	0.341	0.288	0.115	0.037
19031	Cedar County	0.162	0.414	0.286	0.224	0.037
47053	Gibson County	0.154	0.382	0.286	0.178	0.037
48293	Limestone County	0.163	0.307	0.285	0.138	0.037
50017	Orange County	0.153	0.173	0.283	0.3	0.037
48473	Waller County	0.217	0.309	0.282	0.192	0.037
48449	Titus County	0.26	0.301	0.281	0.158	0.037
47000	Tennessee	0.135	0.326	0.278	0.261	0.037
18095	Madison County	0.177	0.378	0.278	0.175	0.037
29119	McDonald County	0.215	0.381	0.277	0.127	0.037
37123	Montgomery County	0.187	0.383	0.276	0.14	0.037
55089	Ozaukee County	0.038	0.209	0.275	0.477	0.037
56007	Carbon County	0.104	0.462	0.273	0.209	0.037
20085	Jackson County	0.131	0.438	0.272	0.199	0.037
48069	Castro County	0.277	0.317	0.272	0.134	0.037
51087	Henrico County	0.088	0.22	0.271	0.421	0.037
51075	Goochland County	0.087	0.253	0.271	0.389	0.037
48269	King County	0.198	0.333	0.271	0.198	0.037
29151	Osage County	0.102	0.442	0.268	0.188	0.037
51049	Cumberland County	0.053	0.23	0.267	0.167	0.037
12123	Taylor County	0.158	0.39	0.264	0.086	0.037
56005	Campbell County	0.092	0.409	0.263	0.185	0.037
13049	Charlton County	0.228	0.424	0.262	0.086	0.037
40149	Washita County	0.111	0.414	0.26	0.215	0.037
55031	Douglas County	0.196	0.451	0.259	0.239	0.037
24011	Caroline County	0.167	0.409	0.259	0.166	0.037
12059	Holmes County	0.239	0.391	0.256	0.115	0.037
5145	White County	0.154	0.384	0.254	0.208	0.037
45033	Dillon County	0.266	0.368	0.254	0.112	0.037
47093	Knox County	0.137	0.452	0.253	0.365	0.037
30069	Petroleum County	0.019	0.478	0.25	0.253	0.037
27075	Lake County	0.097	0.211	0.249	0.29	0.037
48207	Haskell County	0.304	0.329	0.243	0.123	0.037
39163	Vinton County	0.201	0.464	0.232	0.103	0.037
18011	Boone County	0.063	0.234	0.231	0.472	0.037
54055	Mercer County	0.121	0.474	0.229	0.198	0.037
51103	Lancaster County	0.152	0.367	0.217	0.319	0.037
13109	Evans County	0.237	0.393	0.214	0.155	0.037
18067	Howard County	0.047	0.14	0.201	0.204	0.037
31183	Wheeler County	0.231	0.497	0.19	0.191	0.037
25025	Suffolk County	0.148	0.232	0.183	0.436	0.037
48427	Starr County	0.512	0.238	0.154	0.097	0.037
30057	Madison County	0.046	0.15	0.429	0.303	0.038
6005	Amador County	0.103	0.271	0.406	0.221	0.038
18007	Benton County	0.078	0.315	0.386	0.168	0.038
48381	Randall County	0.083	0.223	0.384	0.309	0.038
48455	Trinity County	0.102	0.319	0.384	0.117	0.038
20101	Lane County	0.085	0.239	0.38	0.239	0.038
13303	Washington County	0.079	0.339	0.38	0.131	0.038
41059	Umatilla County	0.18	0.284	0.376	0.159	0.038
27021	Cass County	0.048	0.312	0.372	0.216	0.038
29079	Grundy County	0.048	0.321	0.368	0.179	0.038
40111	Okmulgee County	0.132	0.355	0.368	0.146	0.038
27151	Swift County	0.109	0.356	0.365	0.17	0.038
20067	Grant County	0.029	0.377	0.364	0.162	0.038
8095	Phillips County	0.107	0.315	0.362	0.216	0.038
20025	Clark County	0.085	0.384	0.359	0.331	0.038
29161	Phelps County	0.066	0.32	0.354	0.287	0.038
31115	Loup County	0.017	0.399	0.354	0.229	0.038
20031	Coffey County	0.074	0.366	0.351	0.209	0.038
20119	Meade County	0.122	0.357	0.347	0.207	0.038
54107	Wood County	0.145	0.349	0.346	0.215	0.038
23009	Hancock County	0.066	0.382	0.345	0.324	0.038
40053	Grant County	0.128	0.257	0.344	0.259	0.038
48239	Jackson County	0.05	0.406	0.344	0.183	0.038
17039	De Witt County	0.084	0.372	0.341	0.203	0.038
27065	Kanabec County	0.106	0.405	0.341	0.148	0.038
37025	Cabarrus County	0.109	0.253	0.339	0.3	0.038
12087	Monroe County	0.048	0.311	0.335	0.318	0.038
38073	Ransom County	0.099	0.378	0.332	0.191	0.038
30085	Roosevelt County	0.167	0.35	0.329	0.155	0.038
51121	Montgomery County	0.133	0.4	0.323	0.463	0.038
20005	Atchison County	0.076	0.395	0.322	0.207	0.038
30093	Silver Bow County	0.086	0.334	0.321	0.259	0.038
18167	Vigo County	0.122	0.323	0.32	0.235	0.038
30047	Lake County	0.119	0.348	0.318	0.26	0.038
42059	Greene County	0.13	0.408	0.318	0.18	0.038
28063	Jefferson County	0.11	0.402	0.314	0.127	0.038
1043	Cullman County	0.179	0.359	0.313	0.149	0.038
37077	Granville County	0.164	0.315	0.312	0.21	0.038
30063	Missoula County	0.049	0.214	0.311	0.426	0.038
47167	Tipton County	0.136	0.402	0.31	0.153	0.038
28155	Webster County	0.148	0.361	0.309	0.181	0.038
18183	Whitley County	0.089	0.408	0.308	0.195	0.038
5075	Lawrence County	0.11	0.421	0.308	0.155	0.038
29097	Jasper County	0.123	0.421	0.307	0.227	0.038
24025	Harford County	0.071	0.271	0.306	0.352	0.038
19125	Marion County	0.132	0.369	0.305	0.261	0.038
5067	Jackson County	0.085	0.424	0.305	0.092	0.038
8069	Larimer County	0.042	0.195	0.304	0.459	0.038
12095	Orange County	0.118	0.251	0.304	0.327	0.038
47129	Morgan County	0.121	0.415	0.304	0.077	0.038
13077	Coweta County	0.11	0.3	0.3	0.29	0.038
36009	Cattaraugus County	0.116	0.395	0.299	0.189	0.038
37065	Edgecombe County	0.215	0.37	0.299	0.116	0.038
20111	Lyon County	0.109	0.322	0.298	0.271	0.038
18113	Noble County	0.15	0.418	0.293	0.14	0.038
48287	Lee County	0.127	0.309	0.292	0.176	0.038
55079	Milwaukee County	0.126	0.282	0.291	0.301	0.038
39175	Wyandot County	0.095	0.465	0.291	0.15	0.038
18069	Huntington County	0.095	0.434	0.289	0.181	0.038
40045	Ellis County	0.123	0.373	0.288	0.216	0.038
45003	Aiken County	0.138	0.317	0.286	0.258	0.038
21103	Henry County	0.113	0.436	0.285	0.109	0.038
10005	Sussex County	0.132	0.334	0.283	0.251	0.038
46123	Tripp County	0.106	0.392	0.281	0.221	0.038
42081	Lycoming County	0.105	0.394	0.281	0.221	0.038
42125	Washington County	0.149	0.454	0.276	0.29	0.038
42079	Luzerne County	0.108	0.387	0.276	0.228	0.038
29207	Stoddard County	0.186	0.402	0.27	0.141	0.038
8075	Logan County	0.177	0.406	0.269	0.19	0.038
18133	Putnam County	0.204	0.401	0.269	0.154	0.038
51197	Wythe County	0.166	0.384	0.268	0.183	0.038
20181	Sherman County	0.268	0.251	0.267	0.182	0.038
18057	Hamilton County	0.175	0.383	0.264	0.575	0.038
51109	Louisa County	0.154	0.35	0.263	0.232	0.038
51119	Middlesex County	0.06	0.272	0.26	0.221	0.038
47039	Decatur County	0.104	0.438	0.26	0.115	0.038
21027	Breckinridge County	0.196	0.447	0.258	0.099	0.038
29063	DeKalb County	0.113	0.211	0.255	0.145	0.038
51081	Greensville County	0.247	0.433	0.245	0.075	0.038
28023	Clarke County	0.133	0.211	0.243	0.133	0.038
24041	Talbot County	0.208	0.43	0.237	0.374	0.038
40001	Adair County	0.231	0.375	0.236	0.136	0.038
25000	Massachusetts	0.097	0.247	0.235	0.421	0.038
48371	Pecos County	0.304	0.366	0.234	0.096	0.038
48491	Williamson County	0.045	0.144	0.23	0.402	0.038
42029	Chester County	0.071	0.22	0.2	0.51	0.038
34023	Middlesex County	0.072	0.201	0.187	0.42	0.038
56017	Hot Springs County	0.075	0.263	0.446	0.216	0.039
20011	Bourbon County	0.096	0.311	0.401	0.191	0.039
19033	Cerro Gordo County	0.065	0.315	0.398	0.222	0.039
17033	Crawford County	0.132	0.31	0.389	0.169	0.039
46035	Davison County	0.091	0.285	0.384	0.24	0.039
20153	Rawlins County	0.054	0.296	0.383	0.267	0.039
54049	Marion County	0.111	0.353	0.383	0.22	0.039
20093	Kearny County	0.219	0.274	0.372	0.134	0.039
16081	Teton County	0.07	0.325	0.369	0.425	0.039
49027	Millard County	0.104	0.319	0.362	0.214	0.039
47079	Henry County	0.079	0.368	0.353	0.159	0.039
48313	Madison County	0.077	0.309	0.353	0.13	0.039
37047	Columbus County	0.194	0.331	0.35	0.125	0.039
55013	Burnett County	0.074	0.391	0.349	0.185	0.039
55113	Sawyer County	0.086	0.348	0.346	0.22	0.039
27013	Blue Earth County	0.056	0.277	0.345	0.322	0.039
5081	Little River County	0.149	0.404	0.344	0.103	0.039
55043	Grant County	0.098	0.376	0.343	0.215	0.039
48151	Fisher County	0.168	0.312	0.341	0.18	0.039
26057	Gratiot County	0.101	0.411	0.341	0.147	0.039
27143	Sibley County	0.096	0.399	0.339	0.166	0.039
46025	Clark County	0.115	0.348	0.338	0.18	0.039
5005	Baxter County	0.127	0.352	0.337	0.184	0.039
27015	Brown County	0.077	0.406	0.335	0.198	0.039
18019	Clark County	0.066	0.269	0.334	0.2	0.039
17129	Menard County	0.074	0.349	0.332	0.246	0.039
12065	Jefferson County	0.052	0.284	0.33	0.212	0.039
55071	Manitowoc County	0.086	0.388	0.329	0.197	0.039
40057	Harmon County	0.2	0.25	0.325	0.225	0.039
48037	Bowie County	0.126	0.356	0.325	0.192	0.039
55061	Kewaunee County	0.076	0.417	0.325	0.182	0.039
48297	Live Oak County	0.215	0.347	0.325	0.113	0.039
21005	Anderson County	0.156	0.315	0.321	0.2	0.039
37171	Surry County	0.217	0.3	0.318	0.165	0.039
16045	Gem County	0.123	0.392	0.317	0.169	0.039
48471	Walker County	0.2	0.373	0.316	0.203	0.039
8063	Kit Carson County	0.132	0.393	0.316	0.158	0.039
1095	Marshall County	0.134	0.378	0.313	0.177	0.039
1089	Madison County	0.123	0.39	0.311	0.406	0.039
12105	Polk County	0.086	0.251	0.31	0.195	0.039
23007	Franklin County	0.155	0.378	0.306	0.261	0.039
39149	Shelby County	0.138	0.313	0.306	0.171	0.039
51007	Amelia County	0.192	0.357	0.306	0.145	0.039
29169	Pulaski County	0.113	0.465	0.305	0.258	0.039
19193	Woodbury County	0.142	0.329	0.305	0.224	0.039
26005	Allegan County	0.093	0.38	0.304	0.223	0.039
33013	Merrimack County	0.067	0.28	0.302	0.352	0.039
48337	Montague County	0.173	0.363	0.302	0.162	0.039
40035	Craig County	0.094	0.414	0.3	0.147	0.039
12011	Broward County	0.114	0.272	0.299	0.315	0.039
21161	Mason County	0.112	0.436	0.298	0.185	0.039
23000	Maine	0.079	0.323	0.295	0.303	0.039
30089	Sanders County	0.109	0.422	0.295	0.173	0.039
39085	Lake County	0.174	0.419	0.294	0.272	0.039
54011	Cabell County	0.124	0.327	0.293	0.257	0.039
1001	Autauga County	0.123	0.336	0.291	0.25	0.039
29053	Cooper County	0.112	0.395	0.286	0.207	0.039
20145	Pawnee County	0.118	0.44	0.286	0.182	0.039
37185	Warren County	0.118	0.294	0.284	0.158	0.039
12037	Franklin County	0.072	0.279	0.282	0.184	0.039
28079	Leake County	0.217	0.383	0.279	0.121	0.039
13131	Grady County	0.223	0.362	0.278	0.137	0.039
42129	Westmoreland County	0.064	0.379	0.277	0.28	0.039
51053	Dinwiddie County	0.174	0.383	0.277	0.166	0.039
12083	Marion County	0.229	0.37	0.276	0.194	0.039
12107	Putnam County	0.141	0.369	0.276	0.125	0.039
56001	Albany County	0.074	0.247	0.273	0.498	0.039
18043	Floyd County	0.251	0.351	0.273	0.284	0.039
30017	Custer County	0.129	0.334	0.272	0.224	0.039
21205	Rowan County	0.177	0.285	0.271	0.267	0.039
45023	Chester County	0.199	0.388	0.271	0.143	0.039
29223	Wayne County	0.246	0.362	0.271	0.121	0.039
48181	Grayson County	0.196	0.436	0.27	0.202	0.039
48043	Brewster County	0.149	0.226	0.268	0.357	0.039
6053	Monterey County	0.288	0.207	0.266	0.239	0.039
50003	Bennington County	0.089	0.303	0.265	0.343	0.039
44007	Providence County	0.162	0.302	0.258	0.278	0.039
48101	Cottle County	0.246	0.329	0.258	0.167	0.039
49029	Morgan County	0.252	0.371	0.255	0.4	0.039
48205	Hartley County	0.192	0.39	0.248	0.17	0.039
39157	Tuscarawas County	0.137	0.465	0.247	0.151	0.039
13093	Dooly County	0.27	0.385	0.246	0.099	0.039
28105	Oktibbeha County	0.119	0.211	0.244	0.426	0.039
19135	Monroe County	0.081	0.218	0.243	0.158	0.039
45069	Marlboro County	0.258	0.413	0.24	0.089	0.039
18093	Lawrence County	0.233	0.416	0.235	0.161	0.039
29215	Texas County	0.288	0.28	0.224	0.138	0.039
13003	Atkinson County	0.301	0.401	0.216	0.082	0.039
25017	Middlesex County	0.107	0.258	0.214	0.541	0.039
27101	Murray County	0.324	0.371	0.209	0.181	0.039
12049	Hardee County	0.28	0.439	0.175	0.105	0.039
56027	Niobrara County	0.105	0.284	0.427	0.183	0.04
37051	Cumberland County	0.095	0.259	0.403	0.243	0.04
46019	Butte County	0.079	0.364	0.402	0.208	0.04
45079	Richland County	0.09	0.288	0.4	0.377	0.04
27141	Sherburne County	0.055	0.277	0.394	0.274	0.04
56029	Park County	0.036	0.292	0.387	0.322	0.04
31031	Cherry County	0.078	0.337	0.385	0.201	0.04
29229	Wright County	0.056	0.287	0.383	0.118	0.04
40039	Custer County	0.062	0.315	0.378	0.265	0.04
36079	Putnam County	0.075	0.4	0.375	0.385	0.04
29039	Cedar County	0.066	0.375	0.375	0.138	0.04
41057	Tillamook County	0.101	0.326	0.366	0.207	0.04
48077	Clay County	0.066	0.352	0.366	0.179	0.04
38017	Cass County	0.057	0.202	0.358	0.383	0.04
20129	Morton County	0.083	0.301	0.356	0.131	0.04
48219	Hockley County	0.227	0.285	0.352	0.136	0.04
16065	Madison County	0.056	0.36	0.35	0.375	0.04
26067	Ionia County	0.099	0.39	0.349	0.162	0.04
51740	Portsmouth city	0.14	0.293	0.348	0.219	0.04
37167	Stanly County	0.148	0.339	0.347	0.165	0.04
1081	Lee County	0.111	0.29	0.342	0.349	0.04
5141	Van Buren County	0.127	0.326	0.34	0.129	0.04
53039	Klickitat County	0.125	0.278	0.339	0.258	0.04
48485	Wichita County	0.156	0.301	0.339	0.224	0.04
16035	Clearwater County	0.142	0.369	0.335	0.174	0.04
51065	Fluvanna County	0.083	0.26	0.334	0.323	0.04
18181	White County	0.148	0.317	0.333	0.166	0.04
6065	Riverside County	0.189	0.264	0.332	0.215	0.04
37097	Iredell County	0.113	0.287	0.331	0.269	0.04
13095	Dougherty County	0.173	0.29	0.329	0.207	0.04
8081	Moffat County	0.099	0.401	0.329	0.172	0.04
27000	Minnesota	0.072	0.254	0.326	0.348	0.04
46127	Union County	0.125	0.326	0.326	0.306	0.04
27083	Lyon County	0.076	0.334	0.326	0.265	0.04
1083	Limestone County	0.196	0.341	0.325	0.246	0.04
27117	Pipestone County	0.132	0.343	0.321	0.205	0.04
47173	Union County	0.113	0.346	0.321	0.088	0.04
1115	St. Clair County	0.158	0.362	0.32	0.16	0.04
28113	Pike County	0.167	0.363	0.32	0.159	0.04
32019	Lyon County	0.138	0.403	0.32	0.147	0.04
37075	Graham County	0.067	0.339	0.32	0.142	0.04
40097	Mayes County	0.139	0.388	0.319	0.154	0.04
47165	Sumner County	0.104	0.314	0.316	0.265	0.04
48463	Uvalde County	0.288	0.245	0.316	0.151	0.04
51199	York County	0.059	0.19	0.314	0.436	0.04
36069	Ontario County	0.068	0.281	0.314	0.337	0.04
31185	York County	0.109	0.266	0.314	0.281	0.04
48341	Moore County	0.098	0.229	0.313	0.134	0.04
50025	Windham County	0.116	0.327	0.312	0.37	0.04
40021	Cherokee County	0.092	0.24	0.312	0.24	0.04
55121	Trempealeau County	0.104	0.388	0.312	0.197	0.04
46049	Faulk County	0.079	0.344	0.31	0.267	0.04
29201	Scott County	0.076	0.295	0.31	0.136	0.04
55085	Oneida County	0.119	0.334	0.308	0.275	0.04
48023	Baylor County	0.122	0.322	0.308	0.248	0.04
48263	Kent County	0.126	0.331	0.308	0.238	0.04
18145	Shelby County	0.09	0.447	0.305	0.18	0.04
55135	Waupaca County	0.088	0.424	0.303	0.185	0.04
48325	Medina County	0.06	0.317	0.302	0.2	0.04
1009	Blount County	0.113	0.351	0.302	0.131	0.04
47011	Bradley County	0.158	0.323	0.301	0.218	0.04
48185	Grimes County	0.21	0.355	0.298	0.137	0.04
16063	Lincoln County	0.121	0.426	0.296	0.091	0.04
17025	Clay County	0.093	0.446	0.295	0.149	0.04
12003	Baker County	0.158	0.416	0.295	0.131	0.04
18107	Montgomery County	0.103	0.423	0.293	0.181	0.04
53045	Mason County	0.141	0.381	0.293	0.178	0.04
13005	Bacon County	0.175	0.413	0.293	0.118	0.04
21107	Hopkins County	0.17	0.365	0.292	0.157	0.04
47111	Macon County	0.184	0.323	0.292	0.096	0.04
12073	Leon County	0.068	0.186	0.291	0.455	0.04
24015	Cecil County	0.112	0.369	0.289	0.23	0.04
25013	Hampden County	0.146	0.302	0.287	0.265	0.04
18035	Delaware County	0.123	0.376	0.285	0.239	0.04
47101	Lewis County	0.116	0.459	0.281	0.12	0.04
9005	Litchfield County	0.08	0.291	0.28	0.35	0.04
51157	Rappahannock County	0.114	0.271	0.279	0.336	0.04
8014	Broomfield County	0.042	0.145	0.278	0.534	0.04
39037	Darke County	0.105	0.48	0.274	0.142	0.04
18085	Kosciusko County	0.152	0.353	0.272	0.223	0.04
5043	Drew County	0.168	0.381	0.266	0.185	0.04
47143	Rhea County	0.227	0.367	0.264	0.142	0.04
45071	Newberry County	0.195	0.374	0.26	0.171	0.04
48093	Comanche County	0.184	0.371	0.259	0.186	0.04
5029	Conway County	0.148	0.438	0.256	0.158	0.04
46125	Turner County	0.235	0.377	0.253	0.226	0.04
48227	Howard County	0.117	0.375	0.253	0.129	0.04
42133	York County	0.109	0.403	0.251	0.237	0.04
37177	Tyrrell County	0.256	0.418	0.251	0.076	0.04
29157	Perry County	0.121	0.486	0.25	0.163	0.04
5011	Bradley County	0.186	0.422	0.248	0.144	0.04
18111	Newton County	0.189	0.407	0.247	0.11	0.04
47035	Cumberland County	0.221	0.392	0.243	0.186	0.04
29023	Butler County	0.222	0.418	0.242	0.159	0.04
22009	Avoyelles Parish	0.261	0.393	0.233	0.113	0.04
13105	Elbert County	0.214	0.452	0.224	0.111	0.04
55065	Lafayette County	0.261	0.384	0.214	0.179	0.04
37099	Jackson County	0.257	0.441	0.197	0.305	0.04
24031	Montgomery County	0.108	0.286	0.42	0.583	0.041
8035	Douglas County	0.065	0.248	0.416	0.58	0.041
37023	Burke County	0.086	0.297	0.416	0.167	0.041
20207	Woodson County	0.116	0.345	0.402	0.137	0.041
13179	Liberty County	0.091	0.313	0.401	0.194	0.041
32001	Churchill County	0.106	0.313	0.398	0.183	0.041
13169	Jones County	0.182	0.288	0.388	0.207	0.041
6049	Modoc County	0.145	0.305	0.385	0.166	0.041
39079	Jackson County	0.076	0.346	0.376	0.158	0.041
42127	Wayne County	0.049	0.259	0.368	0.204	0.041
51700	Newport News city	0.107	0.278	0.366	0.248	0.041
21093	Hardin County	0.098	0.303	0.364	0.235	0.041
37137	Pamlico County	0.14	0.302	0.364	0.194	0.041
12063	Jackson County	0.096	0.33	0.363	0.14	0.041
5097	Montgomery County	0.089	0.39	0.361	0.123	0.041
1019	Cherokee County	0.093	0.358	0.355	0.125	0.041
48425	Somervell County	0.149	0.302	0.348	0.2	0.041
36047	Kings County	0.271	0.255	0.343	0.352	0.041
27033	Cottonwood County	0.097	0.356	0.342	0.204	0.041
37117	Martin County	0.075	0.383	0.342	0.158	0.041
47051	Franklin County	0.123	0.332	0.341	0.206	0.041
19035	Cherokee County	0.123	0.348	0.339	0.195	0.041
37089	Henderson County	0.137	0.357	0.338	0.312	0.041
13215	Muscogee County	0.126	0.277	0.337	0.26	0.041
26035	Clare County	0.153	0.389	0.337	0.121	0.041
13033	Burke County	0.195	0.302	0.336	0.117	0.041
51149	Prince George County	0.104	0.33	0.335	0.23	0.041
21217	Taylor County	0.127	0.298	0.334	0.188	0.041
37159	Rowan County	0.155	0.331	0.33	0.184	0.041
38045	LaMoure County	0.14	0.3	0.328	0.232	0.041
37013	Beaufort County	0.141	0.336	0.328	0.196	0.041
20069	Gray County	0.236	0.227	0.327	0.21	0.041
48499	Wood County	0.099	0.358	0.327	0.16	0.041
48351	Newton County	0.148	0.326	0.327	0.088	0.041
24027	Howard County	0.078	0.395	0.326	0.612	0.041
26163	Wayne County	0.104	0.353	0.326	0.228	0.041
19037	Chickasaw County	0.092	0.427	0.326	0.155	0.041
40143	Tulsa County	0.11	0.256	0.325	0.309	0.041
51099	King George County	0.062	0.272	0.324	0.342	0.041
33015	Rockingham County	0.188	0.345	0.32	0.406	0.041
1003	Baldwin County	0.098	0.278	0.317	0.307	0.041
5109	Pike County	0.11	0.411	0.314	0.149	0.041
23011	Kennebec County	0.087	0.333	0.313	0.267	0.041
20205	Wilson County	0.093	0.297	0.313	0.155	0.041
27109	Olmsted County	0.055	0.205	0.309	0.431	0.041
34013	Essex County	0.091	0.333	0.309	0.34	0.041
40113	Osage County	0.118	0.394	0.308	0.18	0.041
30059	Meagher County	0.078	0.421	0.305	0.196	0.041
29029	Camden County	0.112	0.364	0.303	0.22	0.041
27041	Douglas County	0.103	0.216	0.302	0.252	0.041
13059	Clarke County	0.094	0.436	0.299	0.413	0.041
8093	Park County	0.043	0.317	0.299	0.285	0.041
39137	Putnam County	0.118	0.43	0.298	0.19	0.041
51009	Amherst County	0.159	0.344	0.297	0.199	0.041
51730	Petersburg city	0.194	0.334	0.297	0.175	0.041
5101	Newton County	0.139	0.456	0.296	0.157	0.041
47077	Henderson County	0.104	0.458	0.296	0.144	0.041
45001	Abbeville County	0.215	0.343	0.295	0.147	0.041
30083	Richland County	0.131	0.404	0.294	0.197	0.041
37155	Robeson County	0.229	0.348	0.294	0.128	0.041
18000	Indiana	0.117	0.338	0.292	0.253	0.041
45065	McCormick County	0.201	0.314	0.292	0.193	0.041
1017	Chambers County	0.191	0.384	0.291	0.133	0.041
51177	Spotsylvania County	0.101	0.305	0.29	0.304	0.041
28071	Lafayette County	0.105	0.189	0.288	0.419	0.041
17137	Morgan County	0.133	0.449	0.288	0.212	0.041
48411	San Saba County	0.264	0.298	0.287	0.151	0.041
47151	Scott County	0.147	0.303	0.284	0.083	0.041
39153	Summit County	0.087	0.314	0.283	0.316	0.041
47113	Madison County	0.132	0.283	0.282	0.261	0.041
29073	Gasconade County	0.124	0.424	0.281	0.171	0.041
36123	Yates County	0.139	0.343	0.278	0.239	0.041
36049	Lewis County	0.101	0.459	0.277	0.163	0.041
13037	Calhoun County	0.226	0.404	0.275	0.094	0.041
29015	Benton County	0.269	0.355	0.273	0.116	0.041
13065	Clinch County	0.264	0.342	0.271	0.123	0.041
24005	Baltimore County	0.089	0.266	0.267	0.378	0.041
34009	Cape May County	0.092	0.33	0.265	0.313	0.041
40151	Woods County	0.113	0.311	0.264	0.312	0.041
48123	DeWitt County	0.192	0.41	0.261	0.136	0.041
39009	Athens County	0.104	0.34	0.26	0.296	0.041
50027	Windsor County	0.075	0.306	0.259	0.36	0.041
18117	Orange County	0.167	0.456	0.259	0.118	0.041
13137	Habersham County	0.22	0.338	0.258	0.184	0.041
40141	Tillman County	0.238	0.353	0.258	0.152	0.041
21159	Martin County	0.274	0.388	0.257	0.082	0.041
1103	Morgan County	0.226	0.394	0.254	0.209	0.041
51036	Charles City County	0.219	0.403	0.251	0.128	0.041
51019	Bedford County	0.187	0.408	0.248	0.283	0.041
12013	Calhoun County	0.257	0.401	0.248	0.096	0.041
9000	Connecticut	0.098	0.272	0.246	0.384	0.041
44003	Kent County	0.127	0.297	0.244	0.321	0.041
34011	Cumberland County	0.081	0.331	0.24	0.144	0.041
21063	Elliott County	0.235	0.452	0.239	0.075	0.041
1021	Chilton County	0.182	0.434	0.233	0.151	0.041
42063	Indiana County	0.104	0.437	0.231	0.227	0.041
46021	Campbell County	0.247	0.412	0.223	0.236	0.041
11001	District of Columbia	0.097	0.176	0.161	0.566	0.041
49009	Daggett County	0.049	0.433	0.425	0.093	0.042
56003	Big Horn County	0.095	0.289	0.424	0.192	0.042
42005	Armstrong County	0.101	0.246	0.417	0.152	0.042
55051	Iron County	0.063	0.354	0.39	0.193	0.042
26045	Eaton County	0.064	0.286	0.388	0.261	0.042
20027	Clay County	0.078	0.298	0.385	0.239	0.042
4007	Gila County	0.15	0.275	0.385	0.19	0.042
8101	Pueblo County	0.112	0.29	0.38	0.217	0.042
48201	Harris County	0.109	0.245	0.373	0.305	0.042
41045	Malheur County	0.189	0.307	0.373	0.132	0.042
17177	Stephenson County	0.086	0.356	0.371	0.187	0.042
30033	Garfield County	0.088	0.334	0.367	0.175	0.042
12091	Okaloosa County	0.084	0.253	0.366	0.298	0.042
27049	Goodhue County	0.062	0.327	0.364	0.247	0.042
41005	Clackamas County	0.068	0.218	0.36	0.354	0.042
17103	Lee County	0.111	0.353	0.358	0.178	0.042
37085	Harnett County	0.138	0.304	0.355	0.203	0.042
55007	Bayfield County	0.056	0.28	0.354	0.31	0.042
21019	Boyd County	0.058	0.387	0.354	0.194	0.042
48133	Eastland County	0.17	0.348	0.354	0.127	0.042
21219	Todd County	0.13	0.371	0.354	0.126	0.042
5113	Polk County	0.087	0.314	0.353	0.125	0.042
55131	Washington County	0.081	0.378	0.351	0.297	0.042
38053	McKenzie County	0.076	0.321	0.351	0.253	0.042
6015	Del Norte County	0.184	0.321	0.351	0.144	0.042
5055	Greene County	0.077	0.369	0.348	0.161	0.042
48265	Kerr County	0.119	0.276	0.346	0.259	0.042
